Gun,Chip,Bib,City,State,Age,Gender
7904,7639,4794,Georgetown,TX,37,F
7904,7639,4795,Georgetown,TX,42,M
7901,7639,1352,Austin,TX,45,F
7917,7639,4400,College Station,TX,61,M
7917,7639,4401,College Station,TX,25,F
7826,7639,6230,Austin,TX,45,F
7822,7640,7409,Austin,TX,34,F
8122,7642,6735,Elgin,TX,59,M
7894,7642,5869,Cincinnati,OH,58,F
7944,7642,6019,Lago Vista,TX,39,F
7837,7643,1994,Houston,TX,36,F
7673,7644,7476,Dripping Springs,TX,46,F
7687,7644,2848,Garland,TX,38,F
7853,7645,2735,San Antonio,TX,30,M
7897,7645,5276,Fort Hood,TX,14,F
7897,7645,5899,Fort Hood,TX,15,F
8001,7645,2048,Plano,TX,42,M
8066,7645,4755,Houston,TX,25,F
7852,7645,2557,Austin,TX,24,F
7892,7647,3251,Leander,TX,37,M
7773,7647,4584,Cedar Park,TX,35,M
7797,7648,2718,Austin,TX,59,F
7892,7648,3253,Leander,TX,31,F
8166,7648,2686,Round Rock,TX,28,F
7782,7648,5319,Kingsbury,TX,54,F
7806,7649,3541,Austin,TX,39,F
7859,7650,2714,Georgetown,TX,25,F
7762,7650,1521,Midland,TX,53,F
7970,7651,5769,China Spring,TX,38,F
7964,7651,4384,Pflugerville,TX,46,F
7917,7651,2884,Austin,TX,29,M
7842,7651,5684,Keller,TX,64,M
8450,7652,3340,Oklahoma City,OK,30,F
7687,7652,2618,Leander,TX,37,F
8041,7652,5844,Broken Arrow,OK,29,F
7880,7654,7088,Austin,TX,48,M
7841,7655,4287,Austin,TX,51,F
7873,7656,5259,Leander,TX,45,F
8020,7657,1941,Round Rock,TX,24,F
8081,7657,6223,Georgetown,TX,29,F
7941,7658,1305,San Antonio,TX,56,M
7857,7658,7290,Leander,TX,42,M
7835,7659,3781,Austin,TX,39,F
7890,7659,4319,Leesburg,VA,45,M
7717,7660,1491,Harker Heights,TX,66,M
7892,7661,3870,College Station,TX,35,M
7835,7662,6616,San Antonio,TX,41,F
8061,7662,7327,Austin,TX,40,F
7858,7662,4956,Harlingen,TX,64,M
8292,7663,2112,Austin,TX,24,F
7957,7663,2947,Austin,TX,51,M
7889,7664,2415,Texas,TX,35,F
7948,7664,6175,Buda,TX,35,F
7950,7664,4050,Austin,TX,45,M
7914,7665,2878,Elgin,TX,48,F
7713,7665,755,Austin,TX,40,F
7914,7666,6247,Elgin,TX,46,F
7935,7668,877,Fort Worth,TX,36,F
7865,7668,7600,Irving,FL,38,M
8180,7670,1738,Austin,TX,44,M
8064,7672,7601,Pflugerville,TX,46,F
7846,7673,6009,Austin,TX,37,M
7914,7675,5425,Geneva,IL,40,M
8126,7675,3981,Austin,TX,60,F
7955,7677,5257,Austin,TX,26,F
8187,7677,1763,New Braunfels,TX,58,F
8015,7677,5154,Austin,TX,46,F
7827,7679,7570,Austin,TX,27,M
7806,7681,1384,Austin,TX,54,M
7774,7682,4180,Hutto,TX,51,F
7853,7682,2090,Austin,TX,65,F
8008,7684,6240,Austin,TX,30,F
7935,7686,6122,Austin,TX,35,F
7795,7687,6225,Mckinney,TX,55,M
7961,7687,5525,Round Rock,TX,46,F
7798,7688,1156,Austin,TX,40,M
7807,7689,5064,Corpus Christi,TX,62,F
7897,7689,2870,Austin,TX,26,F
7921,7689,4071,Austin,TX,28,M
7786,7689,5419,San Antonio,TX,49,F
8334,7689,5408,Austin,TX,35,F
7755,7689,3945,Austin,TX,28,F
7725,7691,2015,Austin,TX,58,M
7978,7692,4760,Austin,TX,41,M
7898,7694,3453,Cedar Park,TX,34,F
7919,7694,6153,Georgetown,TX,34,F
8158,7697,7304,Chichester,NONUS,52,M
8124,7698,4040,Austin,TX,41,F
7850,7699,6857,Greenwich,CT,22,F
7850,7700,6973,Winston-Salem,NC,21,F
7851,7700,6696,Westerly,RI,22,F
8453,7702,7564,Austin,TX,40,M
7969,7703,1646,Austin,TX,48,F
7958,7704,3652,Austin,TX,31,M
7780,7704,2046,Leander,TX,31,M
7852,7704,4893,Wichita,KS,37,F
7955,7704,4763,Mckinney,TX,51,M
7780,7705,6831,Cedar Park,TX,42,M
7990,7705,7431,Austin,TX,38,M
7928,7706,7384,Midland,TX,36,F
7910,7706,3461,Cedar Park,TX,36,F
7953,7706,5645,Cedar Park,TX,35,F
7897,7706,5598,Austin,TX,22,F
7960,7706,3486,Georgetown,TX,41,F
7833,7707,7438,Austin,TX,44,M
7875,7707,6081,Austin,TX,55,M
7953,7707,5646,Cedar Park,TX,36,M
7962,7708,3513,Georgetown,TX,48,F
8069,7709,4170,Austin,TX,51,F
7893,7709,1377,Austin,TX,51,M
7922,7709,5997,Fennville,MI,54,M
7967,7709,4210,Austin,TX,62,M
7933,7709,7463,Austin,TX,29,F
8075,7709,2558,Cedar Park,TX,37,F
8040,7709,6447,Austin,TX,21,F
8226,7709,1708,Rockwall,TX,21,F
7935,7710,7462,Austin,TX,30,F
7837,7710,1143,Austin,TX,37,F
7855,7711,6915,Round Rock,TX,34,M
7864,7711,34,Schenectady,NY,28,F
7906,7712,4355,Georgetown,TX,27,F
7906,7712,6286,Austin,TX,27,F
8359,7712,6950,Austin,TX,48,F
7817,7713,1257,Austin,TX,43,F
7823,7713,4950,Austin,TX,36,F
8360,7713,6948,Austin,TX,48,M
8290,7714,3018,Cedar Park,TX,34,F
7823,7714,1538,Austin,TX,38,F
7872,7715,1580,Pflugerville,TX,36,F
7913,7715,2642,Austin,TX,36,M
8003,7718,1319,Cedar Park,TX,36,F
7989,7718,3269,San Antonio,TX,48,F
7990,7719,3160,Austin,TX,40,M
7995,7719,44,Cedar Park,TX,40,M
7893,7720,2443,Austin,TX,38,F
8050,7720,1219,Austin,TX,57,M
7858,7721,2248,Austin,TX,27,M
7858,7721,2668,Austin,TX,51,F
7878,7723,1154,Bastrop,TX,42,F
8070,7724,5768,Austin,TX,29,M
7807,7724,164,Manor,TX,38,F
8096,7726,1334,San Antonio,TX,46,F
8246,7728,6439,Austin,TX,38,F
7984,7728,7039,San Antonio,TX,37,F
7889,7729,4957,Alice,TX,52,M
8252,7730,2129,Port Lavaca,TX,55,M
7897,7730,3732,Austin,TX,44,F
8124,7731,6969,Austin,TX,36,F
7910,7731,1573,Cedar Park,TX,54,F
8252,7731,1475,Austin,TX,48,M
7822,7732,4750,Austin,TX,33,F
7822,7733,4738,Austin,TX,38,F
8190,7733,1322,Austin,TX,48,F
7938,7735,2854,Austin,TX,36,F
7920,7735,495,Austin,TX,38,F
7989,7738,2799,Austin,TX,40,M
8061,7740,5756,Haughton,LA,71,M
8172,7740,1935,Austin,TX,48,F
8012,7740,314,Cedar Park,TX,32,M
7929,7740,2074,Newark,DE,56,F
7931,7741,4185,Austin,TX,38,M
7932,7741,4184,Austin,TX,30,F
7846,7741,4708,Granite Shoals,TX,33,F
8079,7742,442,Houston,TX,46,M
7873,7742,4720,Austin,TX,23,F
8222,7743,7609,Cedar Park,TX,42,F
8222,7743,1884,Round Rock,TX,37,F
7905,7744,4610,Kyle,TX,36,F
7905,7744,4815,Kyle,TX,32,F
7904,7744,4558,Buda,TX,40,F
8191,7744,5066,Fort Worth,TX,38,F
7835,7745,5177,Austin,TX,43,F
8224,7745,1828,Austin,TX,36,F
7900,7746,4629,Round Rock,TX,25,M
8145,7747,5126,Leander,TX,47,M
7804,7749,2755,Buda,TX,30,M
7914,7749,6049,Austin,TX,30,F
7969,7749,3287,Austin,TX,30,F
7910,7749,5561,Austin,TX,48,M
8027,7750,4696,Austin,TX,35,M
7915,7750,3405,Austin,TX,52,F
8034,7750,6550,Austin,TX,27,F
8068,7750,7357,Austin,TX,33,M
8174,7751,4535,Austin,TX,40,F
8027,7751,4698,Austin,TX,34,F
7923,7751,2125,Austin,TX,23,F
8169,7753,3983,Chicago,IL,40,F
8206,7754,5908,Georgetown,TX,24,F
8169,7754,3984,Glenview,IL,51,F
7872,7755,767,Austin,TX,52,M
8072,7755,3271,Austin,TX,48,M
7901,7756,4852,Lubbock,TX,26,M
7855,7756,2677,Round Rock,TX,41,F
8193,7759,7242,League City,TX,39,M
8041,7759,3391,Leander,TX,26,M
7961,7761,4413,Round Rock,TX,37,F
7964,7761,5635,Austin,TX,46,M
8450,7762,7430,Austin,TX,30,M
7963,7763,7004,Round Rock,TX,45,F
7965,7764,2578,Round Rock,TX,35,F
8015,7764,3146,Austin,TX,50,M
7971,7764,3866,Austin,TX,36,M
7893,7767,2698,Austin,TX,61,F
8117,7768,3790,Austin,TX,49,M
7967,7769,3267,Houston,TX,59,M
8037,7769,7572,Austin,TX,36,F
8038,7770,7576,Austin,TX,29,F
7982,7770,1880,San Marcos,TX,27,F
7929,7772,7109,Round Rock,TX,45,F
7984,7772,6561,Sugar Land,TX,33,F
7924,7773,6463,Springfield,MA,29,M
7867,7773,896,Austin,TX,59,F
8137,7774,3482,Austin,TX,25,F
7999,7775,7025,Austin,TX,42,M
8139,7780,7074,San Angelo,TX,31,F
7906,7781,2425,Austin,TX,30,F
8307,7781,1636,Austin,TX,43,F
8140,7781,5863,San Angelo,TX,30,F
8414,7786,6965,Leander,TX,34,M
8157,7787,1124,San Antonio,TX,45,F
8014,7787,4855,Hutto,TX,35,F
7908,7787,3920,Austin,TX,35,F
8262,7788,6479,Austin,TX,26,M
7921,7788,4804,Oak Island,NC,50,F
7971,7788,2496,Austin,TX,38,F
8238,7790,4868,Round Rock,TX,32,M
8074,7792,7201,Austin,TX,57,F
7874,7792,4334,League City,TX,53,M
8027,7792,7375,Hutto,TX,50,F
8024,7792,7230,Round Rock,TX,51,M
8096,7793,6738,Elgin,TX,56,F
7943,7794,5755,Austin,TX,38,F
7964,7794,1656,Austin,TX,28,M
7980,7795,2527,Georgetown,TX,63,F
7922,7796,6693,Oceanside,CA,59,F
7865,7798,4193,New York,NY,44,M
8445,7801,5407,Austin,TX,31,M
7959,7802,7656,Pflugerville,TX,50,F
8239,7803,1551,Temple,TX,41,M
8056,7804,5070,Georgetown,TX,34,F
7986,7804,5801,Austin,TX,37,M
8172,7804,281,Del Valle,TX,29,F
8117,7805,5260,Buda,TX,46,F
8056,7805,5574,Katy,TX,34,F
7980,7806,3135,Leander,TX,39,M
8168,7806,4411,Round Rock,TX,45,M
8106,7807,1462,Austin,TX,48,F
8132,7807,4757,St. Paul,MN,28,M
8133,7808,4756,St. Paul,MN,30,F
7999,7809,6604,Austin,TX,37,F
8003,7809,3039,Round Rock,TX,48,F
8091,7810,6390,Milwaukee,WI,24,F
7916,7810,1280,Spicewood,TX,52,M
7999,7811,6523,Austin,TX,50,F
7898,7811,257,Austin,TX,21,F
7994,7812,6611,Cedar Park,TX,22,F
8014,7813,6289,Austin,TX,54,M
7972,7813,1014,Austin,TX,44,M
8078,7818,2835,Austin,TX,46,M
8032,7818,3042,Austin,TX,28,F
8021,7819,3511,Austin,TX,39,F
7966,7821,389,Austin,TX,19,M
7930,7823,1231,Austin,TX,56,M
8235,7823,1301,Austin,TX,35,M
8096,7826,7727,Austin,TX,33,F
8118,7828,2514,San Antonio,TX,69,M
8089,7828,2310,Austin,TX,41,M
7829,7828,2498,Cedar Park,TX,44,M
7962,7829,6173,Round Rock,TX,42,F
7963,7829,1090,Round Rock,TX,37,F
8102,7830,5379,Austin,TX,32,M
8016,7830,1945,Hutto,TX,49,M
8111,7831,1841,Lexington,TX,33,F
8493,7832,52,Round Rock,TX,44,M
8243,7832,5123,Sugar Land,TX,34,M
8046,7832,6743,Austin,TX,45,F
7897,7833,245,Austin,TX,41,F
7969,7834,2529,Austin,TX,33,F
8075,7835,4084,Austin,TX,39,F
8289,7837,3068,Hutto,TX,50,M
7891,7838,5856,Austin,TX,32,M
8053,7838,527,Austin,TX,47,F
8089,7838,4329,Round Rock,TX,35,F
8394,7840,1136,Royse City,TX,56,F
8180,7840,6397,Allen,TX,50,F
8124,7840,3751,Austin,TX,32,F
8007,7842,5250,Fredericksburg,TX,55,F
8221,7846,1372,Elgin,TX,48,F
8124,7847,4178,Austin,TX,41,F
7973,7847,6671,Leander,TX,31,F
8156,7848,4789,Leander,TX,39,M
8134,7851,3938,Cedar Park,TX,39,M
8032,7851,1633,Austin,TX,49,M
8084,7852,4375,Austin,TX,29,F
8211,7852,3308,Alexandria,VA,45,F
8035,7853,2954,Austin,TX,34,M
7989,7853,5912,Cedar Park,TX,37,M
8251,7853,3112,Corinth,TX,57,M
8256,7854,3568,Fort Worth,TX,35,F
8256,7854,3564,Fort Worth,TX,30,F
8093,7854,6715,Broomfield,CO,44,F
8120,7856,2571,Austin,TX,22,F
8001,7857,7072,Austin,TX,27,M
8202,7859,6060,Pflugerville,TX,51,F
7986,7860,1830,Round Rock,TX,43,F
8176,7862,4382,Hutto,TX,21,F
8120,7864,5333,Austin,TX,24,F
8280,7865,4361,Round Rock,TX,38,F
8282,7865,6389,Lago Vista,TX,41,M
8057,7866,1015,Austin,TX,46,M
8301,7867,7720,Austin,TX,35,M
8485,7867,2079,Cedar Park,TX,29,F
8076,7868,6050,Austin,TX,47,M
8267,7870,4456,Abilene,TX,60,F
8146,7871,6751,Austin,TX,31,F
8328,7872,1183,Austin,TX,53,M
8228,7873,7203,Round Rock,TX,15,F
8228,7873,3403,Round Rock,TX,41,F
8287,7873,613,Pflugerville,TX,38,F
8159,7873,2369,Austin,TX,44,M
7973,7877,6489,Austin,TX,37,M
8296,7878,6312,Austin,TX,27,F
8384,7878,2503,Round Rock,TX,44,M
8161,7878,5830,Austin,TX,26,F
7994,7879,3734,Pflugerville,TX,54,M
8125,7880,5788,Nolanville,TX,33,F
8073,7884,4781,Round Rock,TX,25,M
8143,7885,6458,Cedar Park,TX,35,M
8122,7886,7702,Sugar Land,TX,63,M
8256,7886,4628,Austin,TX,37,F
8075,7887,573,Austin,TX,31,F
8229,7887,1371,Austin,TX,36,F
8445,7888,1858,Austin,TX,55,M
8008,7888,1903,Austin,TX,65,M
8239,7888,2682,Boerne,TX,51,M
8056,7888,4952,Round Rock,TX,31,F
8250,7889,415,San Antonio,TX,45,F
8185,7890,1416,Austin,TX,27,F
8180,7890,7447,Bryan,TX,34,F
8180,7890,7446,Houston,TX,34,M
8191,7891,6217,Cedar Park,TX,49,M
8219,7892,1526,Austin,TX,38,F
7979,7893,6012,Johnson City,TX,58,F
7994,7894,4762,Austin,TX,43,F
8219,7895,3979,Austin,TX,50,M
8220,7895,3980,Austin,TX,47,F
8157,7897,5220,Florence,TX,27,F
7975,7897,455,Pflugerville,TX,17,M
8377,7898,4047,Round Rock,TX,43,F
8033,7898,7512,Round Rock,TX,16,M
8261,7899,414,Helotes,TX,45,F
8643,7899,5762,Cedar Park,TX,38,M
8109,7900,6639,Abilene,TX,47,F
8308,7904,2670,Austin,TX,49,F
8364,7904,4933,Round Rock,TX,41,F
8216,7905,5261,Buda,TX,43,M
8248,7906,3175,El Campo,TX,33,F
8025,7907,3014,Austin,TX,21,F
8240,7908,6702,Austin,TX,30,F
7983,7908,782,Dallas,TX,35,F
8059,7908,2814,Weston,FL,40,M
8272,7908,4838,Austin,TX,36,F
8060,7909,2813,Weston,FL,38,F
8244,7910,377,Austin,TX,48,M
7996,7911,4478,Austin,TX,42,F
8094,7911,5241,Temple,TX,36,F
8163,7911,2147,Buda,TX,33,F
8243,7911,1078,Austin,TX,39,M
8368,7911,4043,Kyle,TX,46,M
8187,7912,6069,Austin,TX,34,F
8279,7913,1069,Austin,TX,52,F
8140,7913,7472,Brookline,MA,24,F
8242,7915,2681,Austin,TX,48,F
8332,7915,1845,Austin,TX,48,M
8199,7916,4192,Austin,TX,28,F
8242,7916,7287,Austin,TX,53,F
8241,7916,2510,Austin,TX,48,F
8294,7917,5725,College Station,TX,40,F
8030,7917,6006,St. Petersburg,FL,33,M
8469,7918,1532,Round Rock,TX,43,F
8502,7918,6940,Austin,TX,36,M
8049,7919,4264,Austin,TX,39,F
8173,7920,5277,Fort Hood,TX,51,M
8205,7920,4383,Georgetown,TX,26,F
8351,7920,7640,Austin,TX,27,M
8291,7921,6939,Lexington,KY,34,F
8438,7923,2421,Austin,TX,41,F
8424,7926,4274,Austin,TX,27,M
8041,7926,596,Austin,TX,65,F
8287,7927,1997,Coralville,IA,38,M
8298,7928,5947,Richardson,TX,33,F
7956,7928,6318,Georgetown,TX,51,F
8117,7928,7408,San Antonio,TX,45,M
8116,7929,4045,Austin,TX,37,F
8382,7930,4771,Pflugerville,TX,51,M
8174,7930,5340,Austin,TX,45,F
8053,7931,5131,Austin,TX,26,F
8148,7934,6303,Pflugerville,TX,24,M
8157,7935,4853,Austin,TX,29,F
8108,7935,3017,Austin,TX,46,M
8197,7936,5758,Austin,TX,32,F
8736,7937,3341,Oklahoma City,OK,29,F
8278,7938,3242,Round Rock,TX,43,M
8283,7939,4151,Austin,TX,25,F
8195,7939,147,Cedar Park,TX,35,M
8284,7940,4150,Austin,TX,25,M
8256,7940,518,Pittsfield,MA,32,F
8057,7941,3154,Georgetown,TX,38,F
8124,7942,2971,Austin,TX,32,F
8082,7943,6730,Austin,TX,27,F
8136,7943,4091,Austin,TX,44,F
8212,7944,2540,New Braunfels,TX,56,F
8135,7944,6637,Austin,TX,41,M
8471,7945,6326,Austin,TX,35,F
8248,7946,1918,Austin,TX,35,F
8156,7947,4642,Austin,TX,39,F
8167,7947,5829,Austin,TX,32,F
8217,7948,2548,Austin,TX,46,F
8197,7948,5821,Austin,TX,32,M
8068,7949,3882,Austin,TX,27,F
8133,7952,6732,Houston,TX,30,F
8127,7952,4768,Georgetown,TX,26,F
8164,7953,5955,Boulder,CO,61,F
8478,7955,2207,Pflugerville,TX,28,M
8262,7956,76,Cedar Park,TX,24,M
8349,7957,3454,Georgetown,TX,61,F
8349,7958,1271,Georgetown,TX,56,M
8323,7959,1776,Prosper,TX,57,M
8002,7959,2793,Round Rock,TX,33,M
8106,7961,4472,Berkeley Lake,GA,47,F
8037,7963,4348,Cedar Park,TX,44,F
8271,7964,2473,Pflugerville,TX,38,M
8291,7964,7084,Austin,TX,56,M
8261,7964,2691,Austin,TX,30,M
8038,7965,3545,Cedar Park,TX,52,F
8414,7966,3132,Waco,TX,45,M
8015,7967,2772,Austin,TX,40,F
8153,7967,6548,Montgomery,TX,32,F
8153,7967,5951,Conroe,TX,37,F
8204,7968,2827,Harlingen,TX,25,F
8204,7968,6755,Houston,TX,25,F
8015,7968,1155,Austin,TX,40,F
8004,7968,6666,Cedar Park,TX,35,M
8066,7968,1396,Austin,TX,37,F
8205,7969,7042,Austin,TX,24,F
8222,7970,7270,Austin,TX,24,F
8164,7974,2795,Austin,TX,26,M
8188,7976,3261,Austin,TX,41,F
8477,7976,2575,Austin,TX,24,F
8085,7976,4028,Round Rock,TX,49,F
8321,7977,4999,Round Rock,TX,55,F
8367,7977,5536,Austin,TX,27,F
8108,7977,3566,Austin,TX,51,F
8209,7978,6904,Houston,TX,27,M
8217,7979,1599,Austin,TX,48,F
8610,7979,3800,Juneau,AK,72,M
8202,7980,5139,Austin,TX,47,F
8427,7981,6346,Austin,TX,31,F
8175,7981,816,Buda,TX,43,F
8282,7982,3522,Austin,TX,34,F
8240,7983,4049,West Lake Hills,TX,44,F
8166,7983,6095,Atlanta,TX,46,F
8435,7983,4900,Austin,TX,28,M
8203,7983,53,Austin,TX,49,M
8166,7984,7485,Austin,TX,23,F
8425,7986,3087,Austin,TX,37,M
8235,7987,2466,Austin,TX,59,F
8138,7988,1223,Houston,TX,47,M
8215,7989,678,Austin,TX,67,M
8228,7989,2448,Austin,TX,39,F
8091,7990,4658,Austin,TX,43,M
8273,7991,2392,Georgetown,TX,55,F
8147,7991,5109,Nashville,TN,25,F
8191,7991,2536,Austin,TX,38,F
8327,7992,6795,Austin,TX,45,M
8252,7995,461,Austin,TX,33,F
8238,7997,3889,Miami,FL,30,F
8001,7997,2121,Austin,TX,59,M
8244,7998,4200,Bryan,TX,32,M
8239,7998,3888,Miami,FL,33,M
8158,7999,802,George,TX,55,M
8251,8000,1751,Austin,TX,38,F
8312,8000,5142,Durham,NC,32,F
8205,8000,6535,Schertz,TX,29,F
8312,8000,5143,Austin,TX,38,M
8308,8000,7568,Austin,TX,34,M
8133,8002,5011,Tomball,TX,46,F
8272,8002,7165,Colleyville,TX,43,F
8438,8003,4585,Austin,TX,48,F
8439,8003,5822,Austin,TX,40,F
8241,8005,4447,Orlando,FL,25,F
8354,8006,6847,Forney,TX,49,M
8221,8009,2383,Temple,TX,38,F
8303,8010,1419,Austin,TX,24,F
8230,8012,7508,Austin,TX,18,M
8317,8013,4807,Austin,TX,38,F
8322,8014,7323,Spicewood,TX,43,M
8416,8015,6313,Austin,TX,42,F
8416,8016,3527,Austin,TX,40,F
8140,8016,4446,Lago Vista,TX,30,F
8416,8016,3488,Austin,TX,41,F
8420,8017,6783,Floresville,TX,43,M
8185,8017,4237,Austin,TX,38,F
8420,8017,6781,Floresville,TX,43,F
8637,8018,4448,Dallas,TX,29,M
8195,8018,3582,Leander,TX,37,M
8324,8018,7017,Austin,TX,22,F
8112,8021,2757,Boca Raton,FL,51,F
8316,8022,1170,Austin,TX,52,F
8604,8022,7051,Austin,TX,38,F
8210,8024,7645,Austin,TX,35,F
8125,8027,7212,Merchantville,NJ,57,F
8126,8027,2973,Austin,TX,43,F
8259,8028,5341,Austin,TX,46,M
8249,8032,156,Round Rock,TX,42,F
8314,8033,3450,Austin,TX,31,M
8314,8033,3439,Austin,TX,56,M
8314,8033,4004,Austin,TX,29,F
8149,8034,4350,Round Rock,TX,26,M
8689,8035,1839,Austin,TX,28,M
8414,8035,6256,Holland,MI,41,F
8484,8036,4955,Austin,TX,35,M
8498,8036,1794,Austin,TX,44,M
8414,8036,6086,Cedar Park,TX,40,F
8605,8036,1000,Austin,TX,32,F
8486,8038,5707,Austin,TX,26,M
8114,8039,3428,Austin,TX,53,M
8230,8039,7397,Austin,TX,44,F
8263,8039,6205,Arlington,TX,27,F
8299,8039,7650,Austin,TX,44,F
8155,8039,1952,Georgetown,TX,55,F
8593,8041,7661,Floresville,TX,27,M
8260,8042,4586,Austin,TX,31,F
8365,8043,1225,Smithville,TX,51,F
8235,8043,7030,Cedar Park,TX,49,M
8407,8043,1758,Austin,TX,41,M
8446,8044,986,Buda,TX,39,F
8592,8044,5719,Austin,TX,23,F
8454,8045,2726,Austin,TX,27,F
8407,8046,408,San Antonio,TX,49,F
8318,8046,961,Austin,TX,35,F
8278,8046,2414,Austin,TX,35,F
8265,8047,4621,Austin,TX,35,F
8356,8047,5937,Austin,TX,54,F
8228,8047,3208,Austin,TX,34,F
8312,8049,7698,Austin,TX,16,F
8498,8051,3289,Austin,TX,28,F
8084,8051,6958,Austin,TX,45,F
8220,8051,1756,Austin,TX,35,F
8270,8053,253,Austin,TX,44,F
8307,8054,2357,Austin,TX,26,F
8230,8054,5942,Austin,TX,59,M
8297,8054,4550,Austin,TX,49,M
8174,8054,3864,Austin,TX,27,F
8463,8055,4525,Austin,TX,37,M
8153,8055,2016,Austin,TX,36,M
8636,8055,3033,Austin,TX,52,F
8538,8056,2140,Austin,TX,37,M
8281,8057,7196,Austin,TX,30,M
8381,8057,5140,Austin,TX,33,M
8272,8058,1595,Austin,TX,53,F
8218,8059,7340,Georgetown,TX,63,F
8180,8059,913,Austin,TX,47,M
8277,8061,7680,Austin,TX,38,F
8229,8063,3692,Austin,TX,62,F
8281,8067,7029,Austin,TX,46,F
8390,8067,824,Austin,TX,42,M
8253,8068,1045,Round Rock,TX,40,F
8534,8070,6062,Austin,TX,50,M
8354,8070,4787,Austin,TX,18,M
8305,8070,765,Round Rock,TX,45,M
8512,8070,6754,Dallas,TX,62,M
8502,8071,4215,Austin,TX,37,F
8421,8071,4062,Austin,TX,31,F
8318,8071,7722,Austin,TX,59,F
8219,8072,5577,Bryan,TX,27,F
8418,8072,3467,Austin,TX,36,M
8168,8072,6810,Piqua,OH,26,F
8257,8073,2209,Dripping Springs,TX,47,F
8290,8074,2654,Austin,TX,44,F
8249,8074,6642,Austin,TX,23,F
8512,8077,3035,Austin,TX,48,F
8434,8077,130,Round Rock,TX,44,M
8764,8077,2467,Austin,TX,28,F
8288,8078,3497,Hutto,TX,53,F
8434,8078,131,Round Rock,TX,41,F
8274,8083,1803,Georgetown,TX,28,F
8348,8083,140,Round Rock,TX,48,F
8605,8083,7703,Universal City,TX,36,M
8248,8083,2434,San Antonio,TX,33,F
8482,8084,4493,Abilene,TX,56,F
8383,8085,1470,Hutto,TX,48,F
8327,8086,7093,Cedar Park,TX,19,M
8189,8086,930,Austin,TX,39,F
8328,8087,7092,Austin,TX,19,F
8193,8087,1276,Spicewood,TX,66,F
8305,8087,406,Austin,TX,47,F
8302,8088,7142,Austin,TX,28,F
8555,8089,5838,Boston,MA,55,M
8361,8089,3273,Georgetown,TX,53,M
8362,8090,3274,Georgetown,TX,55,F
8272,8090,6451,Austin,TX,32,F
8713,8090,2137,Round Rock,TX,44,M
8262,8092,7008,Dime Box,TX,62,M
8496,8092,2405,Austin,TX,26,M
8471,8093,2572,Cedar Park,TX,39,F
8482,8094,6955,Hutto,TX,43,F
8360,8095,6757,Austin,TX,58,M
8319,8096,1099,Austin,TX,45,F
8313,8097,4622,Austin,TX,37,M
8206,8098,2942,Austin,TX,24,M
8360,8099,3831,Cedar Park,TX,46,M
8545,8099,5987,Glenview,IL,44,F
8476,8100,4694,Houston,TX,32,F
8307,8101,2877,Boston,MA,52,M
8438,8103,449,Cedar Park,TX,21,M
8308,8103,2712,Nutley,NJ,43,F
8254,8104,5740,Hutto,TX,50,F
8481,8104,2432,Austin,TX,41,F
8531,8104,1469,The Woodlands,TX,49,F
8532,8104,1478,The Woodlands,TX,48,M
8254,8105,5739,Hutto,TX,54,M
8426,8107,3503,Austin,TX,39,M
8620,8108,7145,Leander,TX,24,F
8339,8108,6549,Austin,TX,30,F
8339,8108,6545,Austin,TX,43,F
8544,8108,7711,San Antonio,TX,56,M
8482,8110,3617,Lakeway,TX,28,F
8557,8110,5596,Austin,TX,27,F
8363,8110,3774,San Antonio,TX,43,M
8329,8111,300,Cedar Park,TX,42,F
8449,8112,4966,Austin,TX,29,F
8357,8112,2214,Round Rock,TX,41,M
8517,8113,6378,Austin,TX,30,M
8425,8113,3441,Washington,DC,32,F
8183,8115,7296,San Marcos,CA,41,F
8472,8116,5116,Medina,OH,26,F
8305,8116,4073,Austin,TX,49,F
8414,8116,7690,Austin,TX,37,F
8473,8117,5044,Saint Paul,MN,25,F
8300,8118,2060,Austin,TX,28,F
8542,8118,7095,Austin,TX,48,F
8877,8119,3468,San Antonio,TX,47,F
8845,8119,3104,Austin,TX,36,F
8341,8120,315,Georgetown,TX,48,F
8483,8121,4023,Austin,TX,31,M
8503,8121,5567,Georgetown,TX,35,F
8482,8122,7146,Austin,TX,30,F
8259,8123,4577,Buda,TX,33,F
8351,8124,953,Austin,TX,49,F
8361,8124,2801,San Antonio,TX,28,F
8524,8124,7266,Austin,TX,34,F
8315,8125,5709,Austin,TX,39,M
8566,8126,2959,Austin,TX,40,M
8380,8126,2092,Austin,TX,33,F
8307,8127,7571,Austin,TX,47,F
8512,8128,7267,Killeen,TX,38,F
8503,8129,590,Round Rock,TX,20,F
8343,8129,7157,Austin,TX,52,M
8366,8129,5163,Atlanta,GA,27,F
8487,8129,1622,Round Rock,TX,63,M
8253,8129,167,Fort Worth,TX,48,F
8378,8131,2264,Austin,TX,48,F
8540,8132,6892,Austin,TX,36,M
8258,8132,1525,San Marcos,TX,60,M
8630,8132,5923,Pflugerville,TX,33,M
8635,8133,4309,Austin,TX,35,M
8517,8135,6058,Conroe,TX,44,M
8303,8137,5176,Austin,TX,40,M
8377,8138,6039,Round Rock,TX,30,M
8479,8139,2343,Plano,TX,54,M
8499,8143,5309,Kyle,TX,31,M
