Gun,Chip,Bib,City,State,Age,Gender
6849,6745,5868,Austin,TX,54,M
6900,6746,2984,Austin,TX,38,F
6868,6746,6435,Cedar Park,TX,47,M
6913,6746,2067,Midland,TX,29,F
6849,6748,5867,Austin,TX,40,F
6830,6749,310,Leander,TX,32,M
6862,6750,1785,Austin,TX,37,M
7183,6751,2478,Austin,TX,43,M
6869,6751,7151,Belton,TX,51,M
6892,6751,1162,Austin,TX,27,F
7090,6751,7147,Liberty Hill,TX,38,F
7064,6752,2988,Austin,TX,40,M
6777,6752,1855,Austin,TX,37,M
7059,6753,2899,Arlington,TX,48,F
6840,6753,6345,Austin,TX,38,F
6842,6753,2736,Boca Raton,FL,54,F
6830,6753,6169,Austin,TX,28,F
7184,6754,2339,Austin,TX,39,F
6801,6755,158,Langhorne,PA,44,M
6801,6755,160,Newtown,PA,54,M
6848,6755,2113,Cedar Park,TX,52,M
6865,6755,810,Austin,TX,39,M
7024,6755,185,Midland,TX,41,M
6873,6756,7739,Austin,TX,45,M
7190,6756,120,Austin,TX,37,M
6848,6759,2292,Austin,TX,51,M
7036,6759,202,Midland,TX,31,M
6807,6759,977,Round Rock,TX,43,F
6841,6762,5713,Leander,TX,47,M
6832,6762,5693,Austin,TX,44,F
6910,6763,7597,Austin,TX,24,F
7012,6763,628,Austin,TX,50,F
6914,6763,4598,Austin,TX,57,M
7163,6764,1621,Round Rock,TX,32,M
6899,6764,5106,Austin,TX,58,F
7190,6765,7569,Austin,TX,39,M
6912,6765,7637,Flower Mound,TX,26,M
6869,6766,4118,Liberty Hill,TX,14,F
6866,6766,5383,Austin,TX,42,M
6943,6766,6745,Austin,TX,37,F
7261,6767,5103,Austin,TX,31,F
6869,6767,2340,Liberty Hill,TX,44,F
6877,6768,5981,San Antonio,TX,26,F
6907,6772,5041,Round Rock,TX,16,F
6844,6772,7676,Austin,TX,29,M
6891,6772,4530,Austin,TX,31,F
6872,6774,4813,Austin,TX,27,F
6946,6774,7277,Austin,TX,51,M
6908,6775,6537,Austin,TX,36,M
7352,6776,3552,Austin,TX,28,F
6898,6776,1810,New Braunfels,TX,43,M
6831,6777,4253,Lago Vista,TX,59,M
6948,6778,2091,Austin,TX,28,F
6813,6778,6249,Dale,TX,44,F
6986,6779,712,Austin,TX,38,M
6828,6780,4228,Austin,TX,37,F
6816,6780,4041,Austin,TX,44,M
6882,6781,6872,Killeen,TX,25,M
6837,6781,2819,Austin,TX,37,F
6851,6782,3957,Austin,TX,31,F
6822,6782,6294,Austin,TX,17,F
6919,6784,907,Hutto,TX,34,M
7471,6784,7424,Austin,TX,27,F
6927,6785,3862,Austin,TX,15,F
6865,6785,3438,Round Rock,TX,40,F
7140,6786,3686,Leander,TX,30,M
7078,6786,330,Austin,TX,44,F
6956,6786,6130,Austin,TX,45,F
6874,6787,3478,Austin,TX,55,M
7195,6789,3577,Spring Branch,TX,49,M
6945,6789,1486,Austin,TX,39,F
7168,6789,6381,Austin,TX,28,F
7297,6790,7630,Austin,TX,34,M
6883,6790,6577,Kyle,TX,44,M
7131,6790,2309,Austin,TX,63,M
6948,6790,6653,Pflugerville,TX,33,F
6945,6790,7071,Austin,TX,49,M
7088,6791,5934,Ausitn,TX,35,F
6891,6791,6430,Harker Heights,TX,26,M
6884,6791,5174,Katy,TX,35,F
7610,6794,1608,Austin,TX,56,M
6954,6796,4632,Austin,TX,56,F
7096,6796,6848,Chattaroy,WA,60,M
6941,6799,3860,Austin,TX,49,M
6923,6800,6168,Austin,TX,32,M
6896,6800,6366,Austin,TX,22,M
6910,6802,7376,Austin,TX,44,M
6862,6802,3408,Austin,TX,72,M
6895,6802,3502,Cedar Park,TX,46,M
6948,6802,3554,Austin,TX,31,M
6947,6803,1353,Buda,TX,48,F
6897,6803,4723,Austin,TX,53,M
6920,6803,4972,San Antonio,TX,44,F
6886,6804,5896,Bristow,VA,32,M
7059,6804,6558,San Antonio,TX,43,F
6996,6804,234,Austin,TX,36,F
6893,6804,3547,Austin,TX,51,M
6886,6805,5393,Houston,TX,29,M
7527,6806,7494,Austin,TX,46,M
6895,6806,3556,Austin,TX,49,M
6940,6806,6222,Georgetown,TX,26,F
6871,6807,5604,Austin,TX,47,F
7043,6807,1870,Austin,TX,40,M
7115,6808,3260,Mansfield,TX,33,F
7082,6808,2218,Austin,TX,35,M
6852,6809,1442,San Antonio,TX,39,M
6864,6809,5510,Leander,TX,43,M
7066,6809,6557,San Antonio,TX,43,M
6898,6810,3057,Round Rock,TX,33,F
7005,6810,783,San Antonio,TX,38,F
7115,6810,5579,Arlington,TX,34,F
6960,6810,4717,Austin,TX,42,M
7038,6810,239,Austin,TX,38,M
6947,6811,7368,Austin,TX,36,F
7053,6812,111,Austin,TX,31,M
7175,6812,6385,Austin,TX,37,F
6826,6813,7144,Austin,TX,37,M
6931,6813,7276,Austin,TX,49,M
6973,6813,1016,Austin,TX,44,F
6978,6813,7141,Austin,TX,27,M
7235,6813,4115,Manchaca,TX,32,M
7235,6813,5304,Manchaca,TX,28,F
6965,6814,5128,Austin,TX,44,M
6903,6814,4470,Denton,TX,37,M
6890,6814,5097,The Woodlands,TX,36,F
7020,6815,2465,Austin,TX,24,F
7230,6815,7513,Hutto,TX,55,M
6924,6815,5515,Austin,TX,43,M
6963,6816,1097,Austin,TX,54,F
6859,6816,1191,Austin,TX,64,M
6879,6816,7548,Austin,TX,47,M
6926,6819,6628,Austin,TX,61,M
6908,6820,5218,Austin,TX,36,M
6896,6821,3631,Austin,TX,41,F
6998,6822,6772,Pflugerville,TX,30,F
7311,6823,7059,Austin,TX,29,F
7449,6823,615,Austin,TX,40,F
6902,6823,4144,Austin,TX,34,F
6974,6825,6930,Pflugerville,TX,47,F
6930,6827,6426,San Francisco,CA,33,M
6909,6827,6597,Georgetown,TX,25,F
6930,6827,6424,San Francisco,CA,30,F
6917,6827,6287,Austin,TX,45,M
7230,6828,2497,Austin,TX,51,M
7048,6828,3819,Leander,TX,32,M
7272,6828,6728,Round Rock,TX,47,M
7195,6830,7490,Austin,TX,26,M
6860,6830,4545,Austin,TX,44,M
6957,6830,3809,Austin,TX,37,M
6984,6831,3679,Austin,TX,32,F
6951,6831,1515,Austin,TX,37,M
7181,6831,1483,Leander,TX,25,M
6927,6831,7268,Laredo,TX,48,M
6929,6832,6357,Manor,TX,34,F
6931,6832,6620,Pflugerville,TX,49,F
6988,6832,2756,Austin,TX,34,M
7080,6832,6229,Dallas,TX,23,F
6957,6835,983,Austin,TX,51,F
6928,6836,7094,Austin,TX,30,F
6906,6837,5973,Austin,TX,34,F
6930,6837,1119,Austin,TX,43,F
6930,6837,3401,Austin,TX,46,F
6943,6838,6882,San Antonio,TX,55,F
6943,6838,6879,Sanantonio,TX,54,M
6916,6839,4015,Austin,TX,43,M
6920,6839,3116,Austin,TX,48,F
6904,6839,5282,Cincinnati,OH,54,M
6966,6840,6983,Round Rock,TX,46,M
7082,6841,5356,Round Rock,TX,56,M
6945,6841,2436,Austin,TX,44,F
6940,6841,1458,Austin,TX,33,F
6940,6841,1455,Austin,TX,41,F
6941,6842,3158,Austin,TX,36,F
7084,6842,6686,Lubbock,TX,35,F
6937,6842,5675,Austin,TX,48,M
7142,6843,6921,Cedar Park,TX,22,M
6907,6843,1677,Austin,TX,27,F
6983,6843,4854,San Antonio,TX,26,F
6981,6844,3997,Austin,TX,38,F
6987,6844,648,Austin,TX,43,M
6921,6844,5412,Austin,TX,37,M
6938,6844,5667,Austin,TX,49,M
7262,6844,7253,Hermosa Beach,CA,40,M
6949,6846,7493,Georgetown,TX,9,F
7237,6847,837,Austin,TX,51,M
6950,6847,6654,Georgetown,TX,32,F
6916,6847,1150,Round Rock,TX,36,M
6893,6848,166,Austin,TX,35,M
6956,6848,950,Austin,TX,58,M
7619,6849,7441,Round Rock,TX,50,M
6992,6851,1606,Austin,TX,50,F
6945,6852,711,Cedar Park,TX,36,F
7092,6853,5031,Austin,TX,32,F
7005,6853,3638,Austin,TX,36,M
7092,6853,5032,Austin,TX,34,M
6906,6853,4669,Austin,TX,53,M
7183,6854,7458,Austin Texas,TX,46,M
7452,6855,6816,Austin,TX,43,F
7071,6856,5232,Round Rock,TX,46,M
6933,6856,7696,Fletcher,NC,36,M
6925,6857,1773,Buda,TX,52,M
7105,6857,4983,Austin,TX,28,F
7064,6857,1856,Austin,TX,36,F
7005,6858,5141,Austin,TX,51,F
7109,6858,6860,Austin,TX,39,F
6970,6858,4395,Vine Grove,KY,47,F
6980,6858,4112,San Jose,CA,53,M
6953,6858,960,Temple,TX,65,F
6889,6858,7098,Austin,TX,48,M
6990,6858,5771,Oklahoma City,OK,50,F
6978,6859,1137,Pflugerville,TX,51,F
6870,6859,6514,Midland,TX,37,F
6962,6859,5564,Austin,TX,45,M
7239,6860,6533,Cedar Park,TX,37,M
7573,6860,1364,Cedar Park,TX,34,M
6996,6860,1873,Austin,TX,52,M
6954,6862,1055,Austin,TX,26,F
7039,6862,4463,Austin,TX,53,F
6928,6862,6563,New York,NY,40,F
6997,6864,6538,Austin,TX,30,F
7004,6864,840,Austin,TX,35,M
7189,6865,7018,Austin,TX,50,F
7107,6866,3747,Austin,TX,32,M
7023,6866,5563,Austin,TX,31,M
6995,6866,2100,Austin,TX,51,F
6976,6866,4362,Georgetown,TX,43,F
6914,6867,3177,Midland,TX,26,M
7059,6868,4353,Austin,TX,39,F
6986,6868,6373,Savannah,TX,35,M
6966,6869,3400,Austin,TX,57,F
7170,6869,4785,Austin,TX,43,F
6971,6870,3339,Austin,TX,46,F
6911,6872,2948,Liberty Hill,TX,46,M
6991,6872,6878,Austin,TX,34,M
7031,6872,5940,Madison,MS,40,F
7010,6872,5502,San Antonio,TX,47,F
6941,6872,3369,Austin,TX,31,M
7225,6873,7590,Georgetown,TX,52,M
7101,6873,3703,Georgetown,TX,53,M
7100,6874,4875,Austin,TX,53,M
7122,6874,4984,Austin,TX,30,M
6991,6875,6267,Austin,TX,34,M
7060,6875,1678,Austin,TX,48,F
6932,6877,4666,San Antonio,TX,20,F
7044,6878,3480,Austin,TX,42,F
7141,6879,3971,Leander,TX,37,M
7030,6880,5847,Austin,TX,48,M
7004,6880,771,Austin,TX,45,F
7103,6880,2151,Austin,TX,44,F
6930,6881,7668,San Marcos,TX,61,M
7390,6882,7554,Harker Heights,TX,36,M
7066,6882,7451,Austin,TX,49,M
7670,6883,2999,Austin,TX,45,M
6970,6883,1425,Austin,TX,58,F
7175,6883,6903,Killeen,TX,39,M
7002,6884,5342,Austin,TX,36,F
7180,6885,1382,Austin,TX,61,M
6980,6885,5671,Austin,TX,34,M
6986,6885,1714,Austin,TX,37,M
7080,6886,4686,Richardson,TX,28,M
7079,6886,4740,Richardson,TX,28,M
7528,6887,5449,Round Rock,TX,44,M
7004,6887,6875,Austin,TX,30,F
7151,6887,4782,Dallas,TX,32,F
7008,6888,1778,Austin,TX,47,M
6985,6889,1720,Austin,TX,25,F
7002,6889,4039,Austin,TX,41,F
6978,6891,5124,Round Rock,TX,35,F
6975,6892,4512,Austin,TX,28,M
7149,6892,4920,Timonium,MD,36,M
7344,6892,5160,Austin,TX,43,F
6989,6893,3953,San Antonio,TX,58,M
7330,6893,6219,Austin,TX,40,M
7011,6895,6697,Austin,TX,38,F
7024,6895,4278,Buffalo,NY,31,F
6975,6895,2958,Round Rock,TX,36,M
7252,6896,7478,Round Rock,TX,33,M
6988,6896,6518,Austin,TX,54,M
6939,6897,2072,Round Rock,TX,21,F
6988,6897,6355,Austin,TX,35,F
7063,6898,881,Georgetown,TX,37,F
7152,6898,5208,Austin,TX,30,F
6965,6899,2931,Austin,TX,26,F
7053,6900,7436,Austin,TX,28,M
7052,6900,3972,Austin,TX,29,M
7094,6900,1583,Austin,TX,45,F
6960,6902,5820,Moorhead,MN,20,F
7054,6903,7188,Austin,TX,33,F
7013,6904,316,Leander,TX,34,F
7175,6905,3525,Austin,TX,38,M
7043,6905,6825,Dripping Springs,TX,47,F
7043,6905,4409,Austin,TX,60,F
7052,6907,571,Austin,TX,53,F
6946,6907,533,Austin,TX,35,F
7026,6907,7132,Austin,TX,30,F
6968,6908,1018,Georgetown,TX,58,M
7326,6908,508,Austin,TX,32,F
7015,6908,4024,Round Rock,TX,48,F
7327,6910,505,Austin,TX,41,M
7052,6910,6994,Austin,TX,21,M
7033,6910,4964,Lake Elmo,MN,56,F
7023,6910,3422,Austin,TX,27,F
7003,6910,5945,Prosper,TX,40,M
7043,6911,2805,Houston,TX,45,M
7043,6911,5119,Houston,TX,13,M
6995,6911,1067,Fort Worth,TX,37,F
7231,6911,6962,New Braunfels,TX,40,M
7110,6911,115,Austin,TX,30,M
7386,6912,1125,Austin,TX,73,M
7107,6914,3969,Austin,TX,28,F
7243,6915,6472,Andrews,TX,48,M
6927,6915,5073,Lago Vista,TX,50,M
7052,6915,6782,Victoria,TX,39,F
7485,6916,3912,Killeen,TX,29,F
7470,6916,285,Austin,TX,31,M
6990,6917,7211,Austin,TX,44,M
7012,6918,37,Cedar Park,TX,34,F
7263,6918,1829,Pflugerville,TX,43,F
6979,6918,1852,Austin,TX,46,F
7228,6919,5079,Lago Vista,TX,18,F
7140,6919,6132,Toronto,NONUS,33,F
7058,6919,251,Austin,TX,48,M
7044,6921,6658,New Braunfels,TX,27,F
6994,6922,4197,Austin,TX,35,M
7220,6923,5664,Cedar Park,TX,49,M
7084,6924,4670,San Antonio,TX,45,F
6992,6924,587,Arlington,VA,37,M
7182,6924,3824,Austin,TX,41,F
6984,6924,2178,Austin,TX,38,M
7079,6925,6032,Austin,TX,32,M
7149,6925,3220,Austin,TX,38,F
6988,6926,4421,Austin,TX,46,M
7224,6927,5967,Austin,TX,33,M
6955,6927,2490,Austin,TX,40,M
7075,6927,7742,Mountain City,TX,59,M
7029,6927,6975,Austin,TX,45,M
7021,6927,6139,Cedar Park,TX,38,F
7155,6928,5026,Kingsville,TX,30,F
7013,6928,5518,Round Rock,TX,43,M
7013,6928,5519,Round Rock,TX,41,F
7002,6928,5047,Upland,CA,51,M
7091,6928,336,Austin,TX,47,F
7107,6930,6456,Plano,TX,35,F
7058,6930,4149,Arlngton,TX,50,F
7032,6930,2176,Leander,TX,35,F
7100,6931,7635,Austin,TX,38,M
6983,6931,6814,Mildland,TX,39,M
7446,6931,3845,Austin,TX,25,M
7114,6932,3689,Austin,TX,51,F
6988,6933,7707,Austin,TX,64,M
7049,6934,714,San Angelo,TX,57,F
7053,6935,2246,Pflugerville,TX,37,F
7022,6935,2635,Austin,TX,41,M
7605,6936,4457,Austin,TX,42,M
7216,6936,6262,Austin,TX,30,M
6975,6937,7628,Austin,TX,34,M
7291,6937,7119,Cedar Park,TX,46,M
7334,6937,2445,Corpus Christi,TX,40,M
6988,6937,6320,Austin,TX,52,M
7224,6937,7480,Austin,TX,22,F
7074,6937,3381,Round Rock,TX,45,M
7107,6938,548,Austin,TX,35,F
7063,6939,4965,Lake Elmo,MN,55,M
7080,6939,821,Austin,TX,36,M
7106,6940,3007,Austin,TX,36,M
6997,6940,4823,Cedar Park,TX,57,M
7026,6941,525,Austin,TX,37,F
7004,6942,6627,Blue Bell,PA,72,M
7155,6943,6598,Austin,TX,20,F
7075,6943,2709,New York,NY,48,F
7070,6944,6246,Austin,TX,61,M
7632,6945,7422,Austin,TX,31,F
7168,6945,1524,Austin,TX,17,F
7044,6945,4514,San Antonio,TX,47,M
6946,6946,7279,Austin,TX,52,F
7431,6946,128,Austin,TX,50,F
7111,6946,2175,San Antonio,TX,46,M
7080,6946,6542,Buda,TX,28,M
7369,6947,6395,Austin,TX,15,F
7081,6947,6845,Austin,TX,42,F
7362,6947,4444,Liberty Hill,TX,34,F
7037,6948,857,Elizabethtown,KY,38,F
7070,6948,6739,Tampa,FL,60,M
7021,6948,3372,Austin,TX,40,F
7089,6949,5343,Austin,TX,41,F
7023,6949,5396,San Antonio,TX,48,M
7004,6949,3754,Dallas,TX,32,M
7059,6950,292,Richardson,TX,31,F
7171,6950,1217,Austin,TX,69,M
7008,6950,6643,Austin,TX,53,M
7108,6950,4123,Austin,TX,30,M
7002,6951,5368,Georgetown,TX,60,M
7058,6951,340,Austin,TX,36,M
7133,6951,7523,Austin,TX,55,M
7114,6953,5825,Cedar Park,TX,49,F
7060,6953,335,Austin,TX,35,M
7129,6953,2905,Austin,TX,36,M
7019,6954,6714,Austin,TX,54,F
7247,6954,350,San Antonio,TX,18,M
7247,6954,349,Austin,TX,20,F
7190,6954,7079,Austin,TX,46,M
7079,6955,2985,Nolanville,TX,50,F
7115,6955,3173,Driftwood,TX,62,M
7098,6957,5093,Austin,TX,48,M
7159,6957,6386,Plano,TX,39,F
7063,6957,5913,Forest Hills,NY,37,F
7079,6957,5145,Austin,TX,51,F
7209,6958,5815,Oak Park,IL,67,M
7410,6961,5366,San Antonio,TX,60,M
6988,6961,1187,Austin,TX,37,F
7040,6962,1440,Austin,TX,42,F
7290,6962,3506,Cedar Park,TX,42,F
7433,6962,7015,Round Rock,TX,28,M
7099,6962,7426,Austin Tx,TX,34,M
7290,6962,3508,Cedar Park,TX,14,F
7244,6964,7248,Austin,TX,40,F
7091,6965,2998,Kingsbury,TX,39,F
7063,6967,5654,Austin,TX,35,M
7105,6967,3079,Austin,TX,33,F
7052,6969,7565,Austin,TX,43,F
7111,6970,6356,Round Rock,TX,42,M
7493,6971,7096,Lantana,TX,56,M
7330,6972,6908,Austin,TX,42,F
7083,6972,5597,Abilene,TX,60,F
7095,6972,88,Austin,TX,33,M
7109,6973,3048,Austin,TX,39,F
7282,6973,6623,Round Rock,TX,31,M
7098,6974,7338,Austin,TX,52,M
7477,6974,4207,Austin,TX,39,M
7305,6974,6590,San Marcos,TX,25,M
7116,6974,803,Austin,TX,45,F
7082,6975,7280,Southlake,TX,50,M
7098,6975,3721,Austin,TX,25,F
7306,6975,7499,Austin,TX,26,M
7140,6976,3361,San Antonio,TX,44,M
7112,6976,4240,Austin,TX,35,M
7082,6977,6054,Round Rock,TX,49,M
7069,6977,6651,Boca Raton,FL,50,M
7152,6977,3806,Austin,TX,50,M
7078,6977,1179,San Antonio,TX,53,F
7143,6977,2179,Pflugerville,TX,42,M
7536,6979,3094,Cedar Park,TX,44,M
7356,6980,1414,Round Rock,TX,49,F
7069,6980,5205,Flower Mound,TX,53,F
7389,6981,6063,Austin,TX,45,M
7092,6981,3563,Austin,TX,50,M
7110,6983,6864,Austin,TX,44,F
7123,6983,6741,Austin,TX,44,M
7186,6984,5900,Hutto,TX,44,M
7162,6984,3351,Prosper,TX,39,M
7074,6984,6113,Austin,TX,40,M
7213,6985,6719,San Antonio,TX,48,M
7593,6985,1159,Round Rock,TX,36,F
7201,6985,7245,Verona,WI,41,F
7372,6985,4141,San Antonio,TX,45,M
7074,6987,2620,Austin,TX,40,M
7157,6987,2806,Austin,TX,33,F
7203,6987,2386,Verona,WI,36,F
7127,6988,7443,Pflugerville,TX,28,F
7270,6988,153,Austin,TX,31,F
7158,6991,283,Austin,TX,34,M
7144,6991,7585,Austin,TX,33,F
7046,6992,608,Austin,TX,34,M
7145,6993,4323,Austin,TX,33,M
7130,6994,6564,Dallas,TX,22,F
7180,6995,5921,Austin,TX,38,F
7115,6995,4239,Austin,TX,16,M
7166,6996,1871,Austin,TX,28,M
7124,6996,3445,Brooklyn,NY,32,M
7126,6996,3743,Austin,TX,58,F
7125,6996,2935,Austin,TX,35,M
7124,6996,3444,Brooklyn,NY,31,M
7240,6998,3955,Austin,TX,49,M
7231,6998,6690,Hutto,TX,29,M
7183,6999,6243,Long Ditton,NONUS,36,F
7232,6999,1965,Hutto,TX,35,M
7279,7000,5679,Austin,TX,45,M
7138,7001,6565,Dallas,TX,59,M
7368,7001,3002,Austin,TX,35,M
7277,7002,7428,Austin,TX,52,M
7137,7003,6162,Buda,TX,40,M
7101,7003,2499,Austin,TX,44,M
7137,7003,5107,Austin,TX,44,F
7061,7004,3943,Austin,TX,28,M
7324,7005,1341,New Braunfels,TX,39,F
7140,7006,2690,Austin,TX,40,F
7315,7007,2228,Austin,TX,30,M
7124,7007,1533,Austin,TX,49,F
7589,7008,6869,College Station,TX,46,M
7155,7008,5533,Austin,TX,59,F
7078,7008,4138,Austin,TX,32,M
7063,7008,4962,Round Rock,TX,19,M
7136,7010,5245,Austin,TX,38,M
7162,7010,2612,Belton,TX,47,M
7354,7010,4209,Austin,TX,29,F
7109,7010,3786,Austin,TX,50,M
7160,7012,5382,Austin,TX,46,M
7136,7012,853,Austin,TX,53,M
7122,7012,1023,Chicago,IL,36,F
7190,7013,1218,Austin,TX,44,M
7530,7013,4124,Round Rock,TX,31,M
7139,7013,1487,Corpus Christi,TX,59,F
7148,7016,5305,Austin,TX,59,F
7187,7016,6747,Austin,TX,41,F
7194,7016,5729,Austin,TX,41,F
7156,7016,6165,Austin,TX,38,M
7130,7017,5432,Austin,TX,32,F
7088,7017,5132,San Antonio,TX,50,F
7149,7018,5540,Austin,TX,48,F
7123,7019,2945,Kyle,TX,29,F
7217,7019,3124,Austin,TX,37,F
7184,7019,7126,Lantana,TX,48,M
7432,7020,2027,Austin,TX,33,F
7161,7020,1603,Austin,TX,53,M
7166,7020,3906,Austin,TX,39,F
7074,7021,2586,Austin,TX,40,F
7121,7021,5481,Austin,TX,28,F
7136,7022,3015,Austin,TX,39,F
7117,7024,5528,Austin,TX,30,M
7131,7024,4881,Ofallon,MO,41,F
7492,7026,2447,Austin,TX,37,F
7227,7026,6554,Austin,TX,53,M
7117,7026,4471,Denton,TX,40,F
7131,7026,2014,Austin,TX,25,M
7247,7026,4055,Austin,TX,38,F
7166,7027,581,Austin,TX,41,M
7173,7027,6779,Cedar Park,TX,52,M
7180,7027,5095,Austin,TX,49,F
7190,7027,7387,Round Rock,TX,33,M
7155,7027,2823,Austin,TX,36,F
7113,7028,7228,Cambridge,MA,41,M
7241,7029,5014,Austin,TX,47,F
7183,7029,7078,Austin,TX,47,M
8068,7030,693,Austin,TX,47,F
7133,7030,7432,Arlington,TX,36,F
7273,7032,2734,San Antonio,TX,25,F
7165,7032,6648,Austin,TX,35,F
7274,7032,6679,Lubbock,TX,50,F
7214,7032,2360,Austin,TX,43,M
7113,7032,3346,Canadian,TX,45,F
7126,7033,5314,Austin,TX,56,M
7322,7033,4156,San Antonio,TX,29,F
7227,7034,7528,Austin,TX,15,M
7166,7034,948,Austin,TX,32,F
7383,7034,2274,Austin,TX,30,F
7168,7035,155,Round Rock,TX,37,F
7468,7035,126,Austin,TX,41,F
7227,7035,7525,Austin,TX,51,M
7168,7037,4573,Austin,TX,44,F
7418,7037,3161,Jarrell,TX,49,M
7182,7039,3083,Austin,TX,33,F
7239,7039,681,Austin,TX,61,M
7710,7040,6985,Leander,TX,45,M
7153,7040,4365,Austin,TX,32,F
7201,7040,2627,Austin,TX,38,M
7130,7040,4302,San Antonio,TX,47,F
7164,7040,7213,Austin,TX,47,M
7146,7041,7482,Austin,TX,48,M
7266,7041,1679,Austin,TX,40,M
7157,7041,2211,Austin,TX,42,M
7132,7041,6652,Boca Raton,FL,48,F
7147,7042,5803,Austin,TX,33,F
7447,7042,5970,Georgetown,TX,37,F
7128,7043,5316,Austin,TX,35,F
7133,7044,6823,Austin,TX,70,F
7130,7044,665,Austin,TX,49,M
7284,7046,4467,Dallas,TX,35,F
7121,7047,1360,Austin,TX,36,F
7419,7047,7695,Austin,TX,25,M
7528,7047,6059,Cedar Park,TX,40,M
7121,7047,769,Austin,TX,44,M
7122,7047,788,Dallas,TX,37,M
7241,7048,258,San Antonio,TX,49,F
7212,7048,4295,Austin,TX,38,F
7174,7049,7001,Austin,TX,32,M
7202,7049,35,Austin,TX,28,F
7192,7050,3334,Austin,TX,33,M
7244,7050,1085,Austin,TX,30,M
7199,7052,2926,Sunnyvale,CA,34,M
7200,7053,5476,Santa Clara,CA,45,F
7204,7055,1024,Austin,TX,41,M
7231,7056,1553,Austin,TX,58,M
7531,7056,2821,Austin,TX,47,M
7306,7056,2068,Richmond,TX,35,M
7218,7058,2349,Lakeway,TX,50,F
7282,7058,2837,Cedar Park,TX,46,M
7358,7059,3674,Austin,TX,37,F
7597,7059,5184,New York,NY,23,F
7565,7059,6291,Austin,TX,29,M
7480,7060,1849,Austin,TX,44,F
7225,7060,6506,Lakeway,TX,68,M
7190,7061,4234,Austin,TX,36,F
7220,7062,2296,Houston,TX,52,F
7282,7062,4744,Brooklyn,NY,30,M
7220,7062,5750,Houston,TX,33,M
7431,7063,1116,Austin,TX,45,M
7609,7063,5933,Austin,TX,46,M
7171,7063,2751,Atlanta,GA,41,F
7200,7064,3047,Austin,TX,42,F
7132,7064,5850,Cincinnati,OH,32,F
7154,7066,2053,Austin,TX,61,M
7154,7066,1106,Austin,TX,48,F
7236,7066,7367,Austin,TX,43,M
7182,7066,6368,Pflugerville,TX,28,F
7286,7067,3817,Leander,TX,30,F
7206,7068,3221,Spicewood,TX,48,F
7391,7068,5609,Kalispell,MT,57,F
7498,7068,3656,Austin,TX,49,F
7221,7068,3020,Austin,TX,30,M
7221,7068,3021,Austin,TX,32,F
7232,7068,5253,Fredericksburg,TX,21,M
7207,7068,6351,Austin,TX,32,F
7158,7069,3168,Boca Raton,FL,52,F
7208,7069,3250,Dallas,TX,27,F
7198,7069,934,Austin,TX,39,M
7197,7069,4117,Austin,TX,34,F
7179,7070,6333,Belton,TX,51,M
7330,7071,4263,Austin,TX,33,F
7194,7071,3510,Boerne,TX,50,M
7148,7072,6420,Minneapolis,MN,57,F
7313,7072,1696,Austin,TX,21,F
7490,7072,5413,Austin,TX,40,F
7201,7073,2695,Georgetown,TX,42,M
7180,7073,4017,Austin,TX,31,M
7478,7074,3295,Goldthwaite,TX,40,F
7202,7074,1980,Georgetown,TX,41,F
7249,7074,1151,Dripping Springs,TX,43,M
7273,7075,3263,Austin,TX,26,F
7212,7075,6314,Round Rock,TX,42,M
7193,7075,3724,Austin,TX,36,F
7388,7075,5911,San Antonio,TX,31,F
7578,7076,6614,Leander,TX,52,M
7345,7076,2764,Austin,TX,28,M
7189,7076,4366,Tuscola,TX,31,F
7196,7079,5405,Pflugerville,TX,41,M
7117,7079,5020,Ringgold,GA,51,F
7229,7082,1207,Houston,TX,34,F
7342,7082,5721,New York,NY,30,F
7340,7082,5072,Austin,TX,45,F
7396,7083,6989,Coppell,TX,22,M
7192,7083,2000,Austin,TX,39,M
7206,7084,1173,Austin,TX,41,F
7222,7084,2833,Austin,TX,41,M
7396,7084,5159,Austin,TX,23,F
7205,7085,3449,Austin,TX,39,M
7142,7085,1480,Harker Heights,TX,54,F
7438,7086,5330,Austin,TX,39,M
7405,7086,583,Austin,TX,57,F
7349,7086,6402,Austin,TX,35,F
7646,7086,611,New Braunfels,TX,39,M
7230,7088,6016,Double Oak,TX,44,F
7363,7089,580,Austin,TX,24,M
7415,7090,7486,Austin,TX,29,M
7482,7090,7710,Austin,TX,38,M
7219,7090,7629,Austin,TX,46,M
7310,7092,1032,Leander,TX,42,F
7257,7092,5254,Fredericksburg,TX,28,M
7322,7092,3867,San Antonio,TX,35,M
7230,7092,1926,Driftwood,TX,22,M
7207,7093,136,Austin,TX,39,M
7776,7093,7667,Hurst,TX,61,M
7227,7093,3288,Austin,TX,50,F
7536,7093,6964,Austin,TX,28,M
7297,7094,3239,Cedar Park,TX,29,M
7484,7094,4381,Hutto,TX,50,F
7175,7094,1628,Austin,TX,57,F
7253,7094,4218,Austin,TX,29,F
7252,7094,284,Austin,TX,27,F
7153,7095,815,Round Rock,TX,50,F
7221,7097,2840,Round Rock,TX,25,F
7267,7097,5705,Georgetown,TX,41,F
7199,7097,3914,Austin,TX,31,M
7202,7098,3930,Round Rock,TX,30,F
7283,7098,5441,Denver,CO,31,M
7440,7100,6359,Austin,TX,36,F
